weak	-1.9	0.7	[-1, -3, -2, -2, -3, -2, -2, -1, -2, -1]
weaken	-1.8	0.6	[-2, -2, -2, -1, -1, -3, -2, -2, -1, -2]
weakened	-1.3	0.9	[-2, -1, -1, -1, -1, -2, -2, -2, 1, -2]
weakener	-1.6	1.11355	[-2, -1, -1, -1, -2, -2, -3, -3, 1, -2]
weakeners	-1.3	0.45826	[-1, -2, -1, -2, -1, -1, -2, -1, -1, -1]
weakening	-1.3	0.45826	[-2, -1, -1, -1, -1, -1, -1, -2, -2, -1]
weakens	-1.3	0.45826	[-1, -1, -1, -1, -1, -2, -1, -2, -1, -2]
weaker	-1.9	0.83066	[-2, -2, -2, -2, -2, -1, -4, -1, -1, -2]
weakest	-2.3	0.64031	[-2, -4, -2, -3, -2, -2, -2, -2, -2, -2]
weakfish	-0.2	1.07703	[0, -2, 0, 0, 0, 0, -2, 0, 2, 0]
weakfishes	-0.6	0.8	[0, -1, 0, -2, 0, 0, -1, 0, -2, 0]
weakhearted	-1.6	0.8	[-1, -3, -1, -1, -2, -1, -3, -2, -1, -1]
weakish	-1.2	0.4	[-1, -2, -1, -1, -1, -1, -2, -1, -1, -1]
weaklier	-1.5	0.67082	[-1, -2, -1, -3, -2, -1, -1, -2, -1, -1]
weakliest	-2.1	0.83066	[-2, -2, -2, -2, -3, -1, -2, -1, -4, -2]
weakling	-1.3	1.00499	[-1, -2, -1, -3, -2, -2, -1, -1, 1, -1]
weaklings	-1.4	0.66332	[-2, -1, -1, -1, -1, -2, -2, 0, -2, -2]
weakly	-1.8	0.87178	[-2, -2, -2, -2, -4, -1, -1, -1, -1, -2]
weakness	-1.8	0.6	[-2, -2, -2, -1, -1, -2, -1, -3, -2, -2]
weaknesses	-1.5	0.5	[-2, -2, -1, -1, -2, -1, -1, -2, -1, -2]
weakside	-1.1	1.37477	[-3, -2, -3, -1, -2, -1, 1, 1, -1, 0]
wealth	2.2	0.4	[2, 3, 2, 2, 2, 3, 2, 2, 2, 2]
wealthier	2.2	0.6	[3, 2, 1, 3, 2, 2, 2, 3, 2, 2]
wealthiest	2.2	0.9798	[2, 4, 4, 1, 2, 1, 2, 2, 2, 2]
wealthily	2.0	0.89443	[2, 3, 1, 4, 2, 1, 1, 2, 2, 2]
wealthiness	2.4	1.11355	[2, 4, 2, 4, 1, 2, 4, 1, 2, 2]
wealthy	1.5	1.0247	[1, 2, 1, 4, 1, 0, 2, 1, 2, 1]
weapon	-1.2	0.87178	[0, -2, -2, -1, 0, -2, -1, -2, 0, -2]
weaponed	-1.4	0.91652	[-2, -2, -3, -1, -1, 0, 0, -2, -1, -2]
weaponless	0.1	1.13578	[2, -1, 0, 0, -1, 1, -1, 0, 2, -1]
weaponry	-0.9	0.7	[-2, -2, 0, -1, 0, -1, -1, -1, 0, -1]
weapons	-1.9	0.9434	[-2, -1, -2, -2, -1, -3, -3, -3, -2, 0]
weary	-1.1	1.13578	[-2, -1, -2, -3, 0, -1, -1, -2, 0, 1]
weep	-2.7	0.9	[-2, -4, -4, -3, -3, -3, -3, -2, -1, -2]
weeper	-1.9	0.53852	[-2, -2, -2, -3, -1, -1, -2, -2, -2, -2]
weepers	-1.1	1.13578	[-2, -2, -1, -2, -1, 1, -2, 1, -1, -2]
weepie	-0.4	0.91652	[0, 1, -1, 0, -1, -2, 0, -1, -1, 1]
weepier	-1.8	0.87178	[-3, -3, -2, -1, -2, -2, -2, 0, -1, -2]
weepies	-1.6	0.8	[-2, -3, -2, -1, -1, -2, -2, 0, -1, -2]
weepiest	-2.4	0.91652	[-4, -2, -2, -2, -2, -1, -2, -2, -4, -3]
weeping	-1.9	0.9434	[-2, -2, -1, -1, -1, -1, -4, -2, -2, -3]
weepings	-1.9	0.9434	[-2, -2, -3, 0, -1, -2, -2, -3, -1, -3]
weeps	-1.4	1.35647	[-2, -3, -1, -2, -1, -3, 1, -2, 1, -2]
weepy	-1.3	1.55242	[-2, -3, -1, -2, 2, -3, -1, -2, 1, -2]
weird	-0.7	0.64031	[-1, 0, 0, -1, -1, -1, 0, 0, -2, -1]
weirder	-0.5	0.80623	[1, -1, -1, -1, -1, 1, -1, -1, 0, -1]
weirdest	-0.9	1.22066	[-2, 0, -2, -1, -1, -1, -3, 1, 1, -1]
weirdie	-1.3	0.45826	[-1, -2, -1, -2, -1, -1, -2, -1, -1, -1]
weirdies	-1.0	0.63246	[0, -1, -1, -1, -1, 0, -2, -2, -1, -1]
weirdly	-1.2	0.74833	[0, -1, -1, -2, -3, -1, -1, -1, -1, -1]
weirdness	-0.9	1.64012	[-3, -2, -1, -1, 2, -1, 1, -3, 1, -2]
weirdnesses	-0.7	1.00499	[-1, -2, 0, -1, -2, 1, -1, -1, -1, 1]
weirdo	-1.8	0.6	[-2, -2, -2, -2, -2, -2, -1, -1, -3, -1]
weirdoes	-1.3	0.64031	[-2, -1, -2, -1, -1, -2, -1, 0, -1, -2]
weirdos	-1.1	0.9434	[-1, -1, -1, -2, 1, -3, -1, -1, -1, -1]
weirds	-0.6	0.4899	[-1, -1, -1, 0, -1, 0, 0, -1, 0, -1]
weirdy	-0.9	0.83066	[-1, -1, 0, 0, -1, 0, -2, -2, 0, -2]
welcome	2.0	0.63246	[1, 3, 2, 1, 2, 2, 2, 2, 3, 2]
welcomed	1.4	0.4899	[1, 1, 2, 2, 1, 2, 1, 2, 1, 1]
welcomely	1.9	0.53852	[2, 2, 2, 2, 1, 3, 2, 1, 2, 2]
welcomeness	2.0	0.89443	[2, 3, 1, 2, 3, 0, 2, 3, 2, 2]
welcomer	1.4	0.4899	[1, 1, 2, 2, 2, 2, 1, 1, 1, 1]
welcomers	1.9	0.7	[2, 2, 3, 2, 2, 1, 1, 3, 1, 2]
welcomes	1.7	0.78102	[1, 1, 2, 2, 3, 3, 1, 2, 1, 1]
welcoming	1.9	0.7	[2, 2, 1, 1, 2, 2, 2, 3, 3, 1]
well	1.1	1.04403	[0, 0, 2, 0, 2, 0, 1, 1, 3, 2]
welladay	0.3	1.18743	[2, -2, 0, 0, -1, 1, 0, 1, 2, 0]
wellaway	-0.8	1.98997	[3, -2, -3, -3, -1, -2, 1, -2, -1, 2]
wellborn	1.8	0.74833	[2, 1, 2, 1, 2, 2, 1, 3, 1, 3]
welldoer	2.5	0.67082	[2, 2, 2, 3, 2, 3, 4, 3, 2, 2]
welldoers	1.6	0.8	[3, 1, 1, 0, 2, 1, 2, 2, 2, 2]
welled	0.4	0.8	[0, 0, 2, 0, 0, 0, 0, 0, 2, 0]
wellhead	0.1	0.3	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
wellheads	0.5	0.92195	[0, 2, 0, 2, -1, 0, 1, 1, 0, 0]
wellhole	-0.1	0.3	[0, 0, 0, -1, 0, 0, 0, 0, 0, 0]
wellies	0.4	0.4899	[0, 1, 0, 0, 0, 1, 0, 0, 1, 1]
welling	1.6	0.8	[2, 0, 1, 2, 2, 1, 3, 2, 2, 1]
wellness	1.9	0.9434	[1, 2, 2, 1, 2, 1, 1, 3, 4, 2]
wells	1.0	1.0	[2, 0, 3, 0, 1, 0, 2, 1, 1, 0]
wellsite	0.5	0.67082	[0, 0, 1, 2, 0, 0, 0, 0, 1, 1]
wellspring	1.5	0.92195	[3, 1, 1, 1, 0, 2, 2, 3, 1, 1]
wellsprings	1.4	0.8	[1, 0, 0, 2, 2, 2, 1, 2, 2, 2]
welly	0.2	0.4	[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]
wept	-2.0	1.09545	[-3, -2, -3, -3, -1, -3, 0, -1, -1, -3]
whimsical	0.3	1.61555	[2, 1, 1, 2, -1, 1, -3, -2, 1, 1]
whine	-1.5	1.11803	[-1, -4, -1, -1, -1, -3, 0, -2, -1, -1]
whined	-0.9	1.04403	[-2, -1, -2, -1, -1, -1, -2, 1, 1, -1]
whiner	-1.2	0.4	[-1, -2, -1, -1, -1, -2, -1, -1, -1, -1]
whiners	-0.6	1.95959	[-2, 0, -2, -2, 4, 1, 1, -2, -2, -2]
whines	-1.8	0.6	[-2, -2, -2, -1, -2, -2, -3, -1, -2, -1]
whiney	-1.3	0.45826	[-1, -2, -1, -1, -1, -2, -2, -1, -1, -1]
whining	-0.9	1.51327	[-3, 0, -1, -1, -3, -1, 1, 2, -2, -1]
whitewash	0.1	0.7	[-1, 0, 1, -1, 0, 0, 0, 1, 1, 0]
whore	-3.3	0.64031	[-4, -4, -3, -2, -3, -4, -3, -3, -4, -3]
whored	-2.8	0.87178	[-2, -3, -4, -2, -2, -3, -4, -4, -2, -2]
whoredom	-2.1	2.02237	[-4, -2, -4, -3, -3, -3, -4, -1, 2, 1]
whoredoms	-2.4	1.11355	[-1, -3, 0, -3, -2, -3, -3, -4, -2, -3]
whorehouse	-1.1	2.11896	[-2, -2, -2, 3, 3, -3, -3, -2, -1, -2]
whorehouses	-1.9	1.92094	[-4, -3, -4, -3, 0, 0, -3, 2, -1, -3]
whoremaster	-1.9	1.22066	[-1, -3, -3, -2, -1, -3, 0, 0, -3, -3]
whoremasters	-1.5	1.85742	[-3, -1, -1, -4, -2, 2, -1, 1, -2, -4]
whoremonger	-2.6	0.91652	[-3, -1, -3, -3, -3, -3, -3, -1, -4, -2]
whoremongers	-2.0	1.78885	[-4, -3, 0, -3, -3, -3, -3, 1, 1, -3]
whores	-3.0	1.0	[-3, -3, -4, -2, -1, -3, -4, -4, -2, -4]
whoreson	-2.2	1.46969	[-2, -3, -4, -4, -3, -1, -1, 1, -3, -2]
whoresons	-2.5	1.20416	[-3, -3, -2, -2, 0, -4, -3, -1, -3, -4]
wicked	-2.4	0.8	[-3, -4, -3, -3, -2, -2, -2, -1, -2, -2]
wickeder	-2.2	1.32665	[-2, -3, -1, -4, 1, -3, -3, -3, -2, -2]
wickedest	-2.9	1.04403	[-3, -1, -3, -3, -3, -3, -1, -4, -4, -4]
wickedly	-2.1	0.83066	[-2, -2, -1, -3, -2, -3, -1, -3, -1, -3]
wickedness	-2.1	0.83066	[-2, -1, -2, -2, -3, -1, -2, -4, -2, -2]
wickednesses	-2.2	1.16619	[-1, -2, -4, -2, -3, -1, -3, -4, -1, -1]
widowed	-2.1	1.22066	[0, -4, -2, -4, -3, -2, -2, -2, -1, -1]
willingness	1.1	0.7	[0, 2, 1, 1, 2, 2, 1, 0, 1, 1]
wimp	-1.4	1.28062	[-2, -3, -1, -2, -1, -2, -2, -1, 2, -2]
wimpier	-1.0	1.18322	[-1, -2, -2, -1, -2, 0, 1, -2, 1, -2]
wimpiest	-0.9	1.22066	[-3, -1, -2, -1, -2, -1, 1, 1, 0, -1]
wimpiness	-1.2	0.9798	[1, -1, -3, -1, -2, -1, -1, -1, -2, -1]
wimpish	-1.6	0.4899	[-2, -1, -2, -1, -2, -2, -1, -2, -2, -1]
wimpishness	-0.2	1.249	[-3, -1, 0, -1, -1, 1, 1, 1, 1, 0]
wimple	-0.2	0.74833	[0, -1, 0, 0, 0, 0, -2, 0, 0, 1]
wimples	-0.3	0.78102	[-2, 0, 0, 0, 0, -1, 0, -1, 1, 0]
wimps	-1.0	1.18322	[-2, -2, -1, -1, 0, -2, -2, 1, -2, 1]
wimpy	-0.9	1.04403	[-2, -1, -1, -1, -1, -2, -1, 1, -2, 1]
win	2.8	0.87178	[3, 2, 4, 3, 2, 4, 3, 1, 3, 3]
winnable	1.8	0.6	[3, 2, 2, 2, 2, 1, 1, 1, 2, 2]
winned	1.8	0.6	[2, 2, 2, 2, 1, 2, 1, 1, 3, 2]
winner	2.8	0.87178	[2, 2, 2, 3, 4, 2, 3, 4, 2, 4]
winners	2.1	1.44568	[3, 3, 2, 3, 3, 2, 2, -2, 3, 2]
winning	2.4	0.4899	[2, 3, 3, 2, 2, 2, 3, 3, 2, 2]
winningly	2.3	1.48661	[1, 3, 4, 3, 3, 1, 2, 3, -1, 4]
winnings	2.5	0.92195	[3, 4, 3, 2, 2, 3, 1, 1, 3, 3]
winnow	-0.3	1.00499	[0, -1, 0, -2, 1, 1, -2, 0, 0, 0]
winnower	-0.1	0.3	[0, 0, 0, 0, 0, -1, 0, 0, 0, 0]
winnowers	-0.2	0.6	[0, 0, 0, 0, 0, 0, 0, 0, -2, 0]
winnowing	-0.1	0.53852	[0, 0, -1, 0, 0, 0, 0, 1, -1, 0]
winnows	-0.2	0.4	[0, 0, -1, -1, 0, 0, 0, 0, 0, 0]
wins	2.7	0.78102	[2, 2, 3, 3, 4, 4, 3, 2, 2, 2]
wisdom	2.4	0.66332	[2, 3, 4, 2, 3, 2, 2, 2, 2, 2]
wise	2.1	0.83066	[2, 3, 1, 4, 2, 2, 1, 2, 2, 2]
wiseacre	-1.2	1.16619	[-2, -1, -2, -2, -2, -1, -2, 1, 1, -2]
wiseacres	-0.1	0.9434	[-2, 1, 0, -1, 0, 1, 1, -1, 0, 0]
wiseass	-1.8	0.6	[-2, -2, -1, -1, -2, -2, -3, -2, -1, -2]
wiseasses	-1.5	1.36015	[-1, -2, 2, -2, -1, -3, -2, -3, -1, -2]
wisecrack	-0.1	1.22066	[-1, -1, -1, -2, 2, 1, -1, 1, 1, 0]
wisecracked	-0.5	0.92195	[1, 1, -1, -1, 0, -1, -2, 0, -1, -1]
wisecracker	-0.1	0.7	[-1, 1, -1, -1, 0, 0, 0, 0, 1, 0]
wisecrackers	0.1	1.04403	[-1, 0, 1, 1, 0, 2, 1, -1, -1, -1]
wisecracking	-0.6	0.4899	[0, 0, -1, 0, -1, 0, -1, -1, -1, -1]
wisecracks	-0.3	1.55242	[1, 2, -1, 2, -3, 0, 0, -2, -1, -1]
wised	1.5	0.67082	[2, 2, 2, 1, 1, 2, 0, 1, 2, 2]
wiseguys	0.3	1.9	[4, -1, 1, -1, 1, 2, 2, -2, -2, -1]
wiselier	0.9	1.3	[1, 2, 2, -2, 0, 1, 3, 1, 0, 1]
wiseliest	1.6	1.49666	[1, 4, 2, 2, 1, 2, 2, 3, -2, 1]
wisely	1.8	0.6	[1, 2, 3, 2, 1, 2, 2, 1, 2, 2]
wiseness	1.9	0.7	[2, 3, 2, 2, 3, 1, 1, 1, 2, 2]
wisenheimer	-1.0	1.18322	[-1, 1, -1, -1, -1, 0, -1, -3, 0, -3]
wisenheimers	-1.4	0.91652	[-3, -3, -2, -1, -1, -1, 0, -1, -1, -1]
wisents	0.4	0.91652	[0, 0, 0, 0, 1, 0, 0, 0, 3, 0]
wiser	1.2	0.87178	[1, 3, 0, 1, 1, 2, 0, 2, 1, 1]
wises	1.3	1.48661	[3, 3, 2, -2, 2, 0, 0, 2, 2, 1]
wisest	2.1	1.51327	[1, 3, 3, 3, 3, 2, 2, 3, -2, 3]
wisewomen	1.3	0.9	[2, 2, 0, 0, 2, 0, 1, 2, 2, 2]
wish	1.7	1.1	[2, 1, 1, 0, 2, 1, 3, 2, 4, 1]
wishes	0.6	0.8	[0, 0, 1, 0, 1, 0, 2, 0, 2, 0]
wishing	0.9	0.7	[2, 1, 1, 0, 0, 0, 1, 1, 2, 1]
witch	-1.5	0.80623	[-1, -2, -2, -1, -3, 0, -2, -2, -1, -1]
withdrawal	0.1	1.57797	[1, -1, 0, -2, -2, 2, -1, 1, 0, 3]
woe	-1.8	0.6	[-3, -2, -2, -2, -1, -1, -2, -1, -2, -2]
woebegone	-2.6	0.66332	[-3, -2, -3, -2, -2, -4, -3, -2, -2, -3]
woebegoneness	-1.1	1.37477	[-3, 0, -1, 1, -1, -4, 0, -1, -1, -1]
woeful	-1.9	0.83066	[-1, -2, -2, -1, -3, -3, -1, -2, -1, -3]
woefully	-1.7	1.48661	[-1, -3, -2, 1, -3, -3, -2, -2, 1, -3]
woefulness	-2.1	0.7	[-3, -2, -2, -1, -2, -3, -3, -1, -2, -2]
woes	-1.9	0.83066	[-2, -2, -2, -1, -2, -3, -3, 0, -2, -2]
woesome	-1.2	1.6	[-2, -3, -2, -1, 0, 3, -2, -2, -1, -2]
won	2.7	0.9	[3, 4, 2, 2, 2, 4, 4, 2, 2, 2]
wonderful	2.7	0.78102	[2, 3, 3, 2, 4, 2, 2, 3, 4, 2]
wonderfully	2.9	0.83066	[1, 3, 3, 4, 3, 2, 3, 3, 4, 3]
wonderfulness	2.9	0.53852	[3, 2, 3, 3, 3, 3, 3, 2, 4, 3]
woo	2.1	1.37477	[4, 2, 1, 3, 2, 2, -1, 2, 2, 4]
woohoo	2.3	1.1	[3, 3, 1, 4, 4, 2, 1, 1, 2, 2]
woot	1.8	1.07703	[2, 0, 2, 2, 2, 2, 0, 4, 2, 2]
worn	-1.2	0.4	[-1, -1, -1, -1, -1, -1, -2, -1, -2, -1]
worried	-1.2	0.74833	[-1, -1, -1, -1, -1, -2, -3, 0, -1, -1]
worriedly	-2.0	0.44721	[-2, -2, -3, -2, -2, -2, -2, -1, -2, -2]
worrier	-1.8	0.6	[-2, -2, -1, -2, -1, -3, -2, -2, -1, -2]
worriers	-1.7	0.45826	[-2, -1, -2, -2, -2, -2, -1, -2, -1, -2]
worries	-1.8	0.6	[-2, -2, -1, -2, -1, -2, -2, -3, -1, -2]
worriment	-1.5	0.67082	[-1, -2, -1, -1, -1, -2, -1, -3, -1, -2]
worriments	-1.9	0.7	[-2, -1, -2, -3, -1, -2, -3, -1, -2, -2]
worrisome	-1.7	0.64031	[-1, -1, -1, -2, -1, -2, -3, -2, -2, -2]
worrisomely	-2.0	0.63246	[-1, -2, -1, -2, -2, -3, -2, -2, -3, -2]
worrisomeness	-1.9	0.53852	[-2, -2, -3, -1, -2, -2, -2, -1, -2, -2]
worrit	-2.1	0.53852	[-2, -2, -1, -2, -2, -3, -3, -2, -2, -2]
worrits	-1.2	0.9798	[-1, -2, -2, -1, 0, 0, -1, -3, 0, -2]
worry	-1.9	0.7	[-2, -3, -1, -3, -1, -2, -1, -2, -2, -2]
worrying	-1.4	0.66332	[-2, -1, -2, -2, -1, 0, -1, -1, -2, -2]
worrywart	-1.8	0.9798	[-2, -2, -2, -1, -1, -1, -1, -3, -1, -4]
worrywarts	-1.5	0.5	[-2, -1, -2, -2, -2, -1, -1, -1, -2, -1]
worse	-2.1	0.83066	[-2, -2, -1, -3, -4, -2, -1, -2, -2, -2]
worsen	-2.3	0.78102	[-4, -3, -1, -2, -2, -2, -2, -3, -2, -2]
worsened	-1.9	1.22066	[-2, -2, -2, -1, -2, -2, -4, 1, -3, -2]
worsening	-2.0	0.44721	[-2, -3, -2, -2, -2, -2, -1, -2, -2, -2]
worsens	-2.1	0.53852	[-2, -2, -2, -2, -1, -2, -2, -3, -3, -2]
worser	-2.0	0.89443	[-2, -2, -4, -1, -2, -2, -2, -3, -1, -1]
worship	1.2	1.07703	[1, 0, 0, 1, 3, 0, 2, 3, 1, 1]
worshiped	2.4	1.0198	[1, 2, 4, 3, 4, 1, 2, 3, 2, 2]
worshiper	1.0	1.0	[0, 0, 2, 3, 0, 2, 1, 1, 1, 0]
worshipers	0.9	0.83066	[0, 0, 0, 2, 1, 1, 1, 2, 2, 0]
worshipful	0.7	1.00499	[1, -1, 3, 1, 1, 1, 0, 0, 0, 1]
worshipfully	1.1	1.3	[0, 0, 0, 1, 3, 0, 3, 3, 1, 0]
worshipfulness	1.6	0.8	[3, 1, 2, 2, 1, 1, 3, 1, 1, 1]
worshiping	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
worshipless	-0.6	1.0198	[0, -1, -3, -1, -1, -1, 0, 0, 0, 1]
worshipped	2.7	0.78102	[3, 2, 3, 3, 1, 4, 2, 3, 3, 3]
worshipper	0.6	0.66332	[1, 1, 0, 0, 1, 0, 0, 2, 1, 0]
worshippers	0.8	0.87178	[0, 1, 0, 0, 3, 1, 1, 1, 0, 1]
worshipping	1.6	1.28062	[1, 3, 3, 3, 0, 3, 1, 0, 2, 0]
worships	1.4	1.11355	[2, 0, 1, 3, 2, 1, 0, 3, 2, 0]
worst	-3.1	1.04403	[-4, -4, -3, -1, -3, -4, -2, -2, -4, -4]
worth	0.9	0.9434	[0, 0, 1, 1, 2, 1, 1, 3, 0, 0]
worthless	-1.9	1.13578	[-3, -1, -3, -4, -1, -3, -1, -1, -1, -1]
worthwhile	1.4	0.4899	[1, 1, 1, 2, 1, 1, 2, 1, 2, 2]
worthy	1.9	0.53852	[2, 2, 2, 1, 1, 2, 2, 2, 3, 2]
wow	2.8	0.9798	[2, 3, 2, 4, 4, 3, 3, 2, 1, 4]
wowed	2.6	0.8	[3, 3, 4, 3, 2, 1, 3, 3, 2, 2]
wowing	2.5	0.67082	[2, 2, 3, 3, 2, 3, 4, 2, 2, 2]
wows	2.0	1.61245	[2, 3, 3, 3, 2, 1, -2, 1, 4, 3]
wowser	-1.1	2.02237	[-3, 3, 0, 2, -2, -1, -3, -2, -2, -3]
wowsers	1.0	2.14476	[0, -2, 4, 2, 3, 0, 1, 2, -3, 3]
wrathful	-2.7	0.64031	[-3, -2, -2, -3, -3, -2, -4, -2, -3, -3]
wreck	-1.9	0.7	[-1, -2, -3, -3, -2, -2, -2, -1, -1, -2]
wrong	-2.1	1.04403	[-2, -2, -2, -2, -4, -4, -1, -1, -1, -2]
wronged	-1.9	0.53852	[-2, -2, -2, -2, -2, -1, -3, -2, -2, -1]
x-d	2.6	0.91652	[2, 3, 3, 4, 1, 2, 3, 4, 2, 2]
x-p	1.7	0.45826	[2, 2, 1, 2, 2, 1, 1, 2, 2, 2]
xd	2.8	0.87178	[3, 3, 4, 2, 3, 3, 1, 2, 4, 3]
xp	1.6	0.4899	[2, 2, 2, 1, 1, 1, 2, 2, 1, 2]
yay	2.4	1.0198	[1, 3, 3, 2, 2, 1, 4, 4, 2, 2]
yeah	1.2	0.6	[1, 1, 1, 2, 1, 1, 0, 2, 1, 2]
yearning	0.5	1.0247	[0, 1, 0, 1, 0, 3, 0, 1, -1, 0]
yeees	1.7	1.00499	[1, 3, 1, 2, 1, 1, 4, 2, 1, 1]
yep	1.2	0.4	[1, 1, 1, 1, 1, 1, 2, 2, 1, 1]
yes	1.7	0.78102	[1, 2, 2, 1, 1, 1, 3, 3, 1, 2]
youthful	1.3	0.45826	[1, 2, 1, 2, 1, 1, 1, 1, 2, 1]
yucky	-1.8	0.6	[-2, -1, -1, -2, -2, -1, -2, -2, -3, -2]
yummy	2.4	1.0198	[1, 2, 4, 3, 2, 2, 3, 1, 4, 2]
zealot	-1.9	1.04403	[-2, -3, -1, -2, -1, -3, -4, -1, -1, -1]
zealots	-0.8	1.83303	[-1, -2, -1, -2, -2, 1, -2, 4, -1, -2]
zealous	0.5	1.43178	[2, -1, 2, 1, 0, 0, 3, 0, -2, 0]
{:	1.8	0.9798	[1, 3, 2, 2, 1, 1, 4, 2, 1, 1]
|-0	-1.2	0.74833	[0, -2, -1, -1, -1, -1, -1, -1, -1, -3]
|-:	-0.8	0.74833	[-1, -2, 0, -1, 0, -2, -1, -1, 0, 0]
|-:>	-1.6	0.4899	[-1, -2, -2, -2, -2, -1, -1, -2, -2, -1]
|-o	-1.2	0.9798	[-1, 0, -1, -1, -1, -1, -1, -4, -1, -1]
|:	-0.5	1.68819	[2, -3, -1, 0, -1, -1, -1, -2, -1, 3]
|;-)	2.2	1.32665	[4, 1, 1, 1, 3, 2, 4, 1, 4, 1]
|=	-0.4	1.56205	[2, -2, -1, 0, -1, -1, -1, -2, -1, 3]
|^:	-1.1	0.7	[-2, 0, -1, -1, 0, -1, -1, -2, -2, -1]
|o:	-0.9	0.53852	[-1, 0, -1, -2, -1, 0, -1, -1, -1, -1]
||-:	-2.3	0.45826	[-2, -2, -2, -3, -3, -3, -2, -2, -2, -2]
}:	-2.1	0.83066	[-1, -1, -3, -2, -3, -2, -2, -1, -3, -3]
}:(	-2.0	0.63246	[-3, -1, -2, -1, -3, -2, -2, -2, -2, -2]
}:)	0.4	1.42829	[1, 1, -2, 1, 2, -2, 1, -1, 2, 1]
}:-(	-2.1	0.7	[-2, -1, -2, -2, -2, -4, -2, -2, -2, -2]
}:-)	0.3	1.61555	[1, 1, -2, 1, -1, -3, 2, 2, 1, 1]
a+	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
abound	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
abounds	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
abundance	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
abundant	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
accessable	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
accessible	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
acclaim	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
acclaimed	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
acclamation	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
accolade	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
accolades	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
accommodative	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
accomodative	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
accomplishment	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
accomplishments	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
accurate	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
accurately	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
achievement	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
achievements	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
achievible	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
acumen	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
adaptable	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
adaptive	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
adjustable	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
adroit	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
adroitly	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
adulate	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
adulation	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
adulatory	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
advocate	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
advocated	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
advocates	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
affability	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
affable	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
affably	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
affectation	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
affinity	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
affirm	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
affirmation	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
affirmative	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
affluence	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
affluent	1.0	1.18322	[0, 3, 0, 3, 0, 1, 1, 2, 0, 0]
